PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  5.8207662E-12 -5.0862826E-07  1.1864129E+01  5.0340738E+00  1.8697626E+01  1.8698069E+01  5.0345163E+00  1.1864271E+01 -5.0862434E-07 -5.8207662E-12 -3.0570593E+02
  1.9073487E-07  1.9074263E-07  1.0426347E+01  3.6596789E+00  1.7196520E+01  1.7196974E+01  3.6601331E+00  1.0426494E+01  1.9072711E-07  1.9073487E-07 -3.1959143E+02
 -1.9073487E-07  6.3582171E-08  9.0884638E+00  2.3823292E+00  1.5798163E+01  1.5798626E+01  2.3827946E+00  9.0886135E+00  6.3574404E-08 -1.9073487E-07 -3.3630240E+02
  3.8147556E-07  1.2715464E-07  7.8419695E+00  1.1935765E+00  1.4493992E+01  1.4494462E+01  1.1940531E+00  7.8421230E+00  1.2715851E-07  3.8146391E-07 -3.5587158E+02
  1.9073487E-07  1.9073099E-07  1.0494452E+01  4.1693983E+00  1.6823359E+01  1.6823851E+01  4.1698956E+00  1.0494610E+01  1.9073875E-07  1.9073487E-07 -2.5321046E+02
 -1.9073487E-07  6.3582171E-08  9.3670511E+00  3.0988309E+00  1.5639178E+01  1.5639681E+01  3.0993395E+00  9.3672123E+00  6.3574404E-08 -1.9073487E-07 -2.6664896E+02
 -1.9072904E-07 -6.3580231E-08  8.2983389E+00  2.0873766E+00  1.4513278E+01  1.4513797E+01  2.0878975E+00  8.2985077E+00 -6.3576344E-08 -1.9074068E-07 -2.8025677E+02
  0.0000000E+00 -1.2715658E-07  7.3115687E+00  1.1551650E+00  1.3472018E+01  1.3472548E+01  1.1556988E+00  7.3117404E+00 -1.2715658E-07  0.0000000E+00 -2.9641083E+02
 -1.9072904E-07 -1.9073680E-07  9.2835579E+00  3.4311547E+00  1.5140270E+01  1.5140825E+01  3.4317136E+00  9.2837372E+00 -1.9073292E-07 -1.9074068E-07 -2.0972945E+02
 -1.9072323E-07  6.3574404E-08  8.3590441E+00  2.5624967E+00  1.4159975E+01  1.4160544E+01  2.5630705E+00  8.3592253E+00  6.3582171E-08 -1.9074650E-07 -2.1929755E+02
 -1.9074650E-07 -6.3574404E-08  7.5142779E+00  1.7709900E+00  1.3262028E+01  1.3262609E+01  1.7715775E+00  7.5144653E+00 -6.3582171E-08 -1.9072323E-07 -2.3107664E+02
 -1.1641532E-11  2.5431703E-07  6.7428999E+00  1.0503706E+00  1.2439967E+01  1.2440563E+01  1.0509716E+00  6.7430935E+00  2.5430927E-07  1.1641532E-11 -2.4499319E+02
 -1.9074068E-07 -6.3584110E-08  8.2131081E+00  2.8028188E+00  1.3628218E+01  1.3628842E+01  2.8034461E+00  8.2133055E+00 -6.3572465E-08 -1.9072904E-07 -1.7371495E+02
