0.45465E-33 0.53901E-36 0.00000E+01 213564 0 0 12527 0.27550E+38 0.00000E+01 0.45273E-33 0.00000E+01 0.00000E+01 0
1 4.6481e-34 9.0989e-36 0.98677 1.3303e-33 4.6298e-34
2 4.5795e-34 3.9422e-36 0.61368 1.173e-33 4.5593e-34
3 4.55e-34 2.0592e-36 0.45626 8.7202e-34 4.53e-34
4 4.5493e-34 9.092e-36 1.0074 1.3466e-33 4.5303e-34
5 4.4945e-34 3.9768e-36 0.63078 1.2866e-33 4.4725e-34
6 4.5532e-34 2.0433e-36 0.45242 8.5695e-34 4.5347e-34
7 4.5287e-34 8.9162e-36 0.99246 1.3826e-33 4.5101e-34
8 4.556e-34 3.9433e-36 0.61702 1.4271e-33 4.5351e-34
9 4.5317e-34 2.0293e-36 0.45145 1.3903e-33 4.5111e-34
10 4.6097e-34 9.1078e-36 0.99597 1.2981e-33 4.5882e-34
11 4.5556e-34 3.892e-36 0.60904 1.4028e-33 4.5385e-34
12 4.5271e-34 2.0329e-36 0.45272 9.5824e-34 4.5073e-34
13 4.5276e-34 9.0317e-36 1.0055 1.2994e-33 4.5095e-34
14 4.574e-34 3.8818e-36 0.60499 1.358e-33 4.5564e-34
15 4.5589e-34 2.0127e-36 0.44509 8.4884e-34 4.5395e-34
16 4.393e-34 8.8901e-36 1.0201 1.363e-33 4.3719e-34
17 4.5236e-34 3.8659e-36 0.60923 1.189e-33 4.5039e-34
18 4.5464e-34 2.023e-36 0.44859 8.6823e-34 4.5281e-34
19 4.6733e-34 9.0507e-36 0.97625 1.3794e-33 4.6537e-34
20 4.5168e-34 3.9469e-36 0.62294 1.3541e-33 4.4964e-34
21 4.5768e-34 2.0131e-36 0.44343 9.2731e-34 4.5599e-34
22 4.6059e-34 9.015e-36 0.98662 1.3556e-33 4.5888e-34
23 4.516e-34 3.8989e-36 0.61547 1.4723e-33 4.4977e-34
24 4.5556e-34 2.0281e-36 0.44882 8.6464e-34 4.5353e-34
25 4.509e-34 8.9052e-36 0.99554 1.3609e-33 4.4903e-34
26 4.5345e-34 3.9204e-36 0.61634 1.2038e-33 4.5159e-34
27 4.5283e-34 2.031e-36 0.45219 9.1778e-34 4.5091e-34
28 4.5127e-34 8.9659e-36 1.0015 1.3108e-33 4.496e-34
29 4.5069e-34 3.9075e-36 0.61807 1.4354e-33 4.4893e-34
30 4.5216e-34 2.0464e-36 0.45629 9.2526e-34 4.5015e-34
31 4.561e-34 8.9217e-36 0.98603 1.3241e-33 4.5419e-34
32 4.5621e-34 3.951e-36 0.6174 1.4127e-33 4.5397e-34
33 4.5616e-34 2.0362e-36 0.45002 9.1391e-34 4.5413e-34
34 4.4381e-34 8.8718e-36 1.0077 1.3033e-33 4.418e-34
35 4.5923e-34 3.9642e-36 0.61539 1.1566e-33 4.5762e-34
36 4.5571e-34 2.0297e-36 0.44904 8.2638e-34 4.5396e-34
