0.88808E+02 0.96599E-01 0.00000E+01 226836 0 0 13259 0.14930E+03 0.00000E+01 0.88808E+02 0.00000E+01 0.00000E+01 0
1 89.127 1.4888 0.86783 216.52 89.127
2 87.78 0.65808 0.55081 247.49 87.78
3 89.792 0.32224 0.37288 168.15 89.792
4 88.403 1.4918 0.87669 219.65 88.403
5 88.223 0.66362 0.55266 250.36 88.223
6 88.86 0.33696 0.394 165.22 88.86
7 88.356 1.4692 0.86385 215.37 88.356
8 89.251 0.66005 0.54335 284.15 89.251
9 88.819 0.3373 0.39458 179.58 88.819
10 90.96 1.5007 0.85715 219.13 90.96
11 89.313 0.65491 0.53875 235.46 89.313
12 88.638 0.33087 0.38786 166.08 88.638
13 89.093 1.4747 0.85993 215.43 89.093
14 88.118 0.66781 0.55681 249.27 88.118
15 88.617 0.32904 0.3858 160.98 88.617
16 89.433 1.4929 0.86722 216.55 89.433
17 88.817 0.65771 0.54407 211.37 88.817
18 88.637 0.33674 0.39475 158.88 88.637
19 88.71 1.4845 0.86936 216.47 88.71
20 89.164 0.65025 0.5358 244.64 89.164
21 88.836 0.33005 0.38603 155.27 88.836
22 91.506 1.488 0.8448 217.08 91.506
23 88.408 0.65421 0.54367 239.82 88.408
24 88.819 0.33243 0.38889 151.46 88.819
25 88.57 1.4842 0.87058 218.36 88.57
26 88.733 0.65224 0.54005 231.24 88.733
27 88.64 0.33233 0.38956 157.13 88.64
28 90.18 1.501 0.86474 216.18 90.18
29 88.367 0.65535 0.54488 284.26 88.367
30 88.5 0.33107 0.38869 249.69 88.5
31 90.117 1.4825 0.85466 220.52 90.117
32 89.042 0.65392 0.53957 212.03 89.042
33 88.587 0.33108 0.38833 179.9 88.587
34 89.389 1.4879 0.86474 217.1 89.389
35 88.71 0.65523 0.54267 247.6 88.71
36 88.924 0.3288 0.38419 177.01 88.924
