0.22067E+01 0.23185E-02 0.00000E+01 224400 0 0 12765 0.57840E+04 0.00000E+01 0.22067E+01 0.00000E+01 0.00000E+01 0
1 2.1813 0.036143 0.85615 5.5999 2.1813
2 2.2131 0.015673 0.5175 6.6966 2.2131
3 2.2059 0.0076157 0.35679 6.849 2.2059
4 2.274 0.036228 0.82322 5.5717 2.274
5 2.2113 0.015658 0.51744 6.1708 2.2113
6 2.192 0.0077377 0.3648 4.5633 2.192
7 2.1768 0.035984 0.85419 5.5344 2.1768
8 2.2324 0.015647 0.51218 6.871 2.2324
9 2.1984 0.007825 0.36785 6.5792 2.1984
10 2.2407 0.036158 0.83381 5.5508 2.2407
11 2.2104 0.015569 0.51472 5.6685 2.2104
12 2.2084 0.007713 0.36093 4.2007 2.2084
13 2.1964 0.035737 0.84073 5.6712 2.1964
14 2.2027 0.015676 0.52005 5.6537 2.2027
15 2.1987 0.0076647 0.36026 4.6682 2.1987
16 2.1769 0.035934 0.85294 5.6509 2.1769
17 2.2143 0.015334 0.50606 6.0164 2.2143
18 2.1995 0.0075927 0.35675 4.2911 2.1995
19 2.2145 0.036303 0.84707 5.5773 2.2145
20 2.2354 0.015468 0.50566 5.6931 2.2354
21 2.2102 0.0076208 0.35633 5.0971 2.2102
22 2.2402 0.036162 0.83409 5.5357 2.2402
23 2.2101 0.015737 0.52034 6.2972 2.2101
24 2.2201 0.0075764 0.35267 4.8072 2.2201
25 2.1973 0.036106 0.84909 5.5496 2.1973
26 2.2128 0.01568 0.51782 5.6083 2.2128
27 2.1969 0.0077515 0.36463 4.5481 2.1969
28 2.195 0.035717 0.84081 5.5833 2.195
29 2.2254 0.015501 0.50901 6.2654 2.2254
30 2.2059 0.0074706 0.35 4.5409 2.2059
31 2.1663 0.035423 0.84493 5.494 2.1663
32 2.1821 0.015702 0.52582 5.1163 2.1821
33 2.2144 0.007629 0.35603 4.2796 2.2144
34 2.2441 0.036364 0.83731 5.5944 2.2441
35 2.2271 0.015357 0.50388 5.2088 2.2271
36 2.2036 0.0076916 0.36073 5.412 2.2036
